iter	Logloss
200	0.1986823578
201	0.1984552185
202	0.1982052917
203	0.1981763519
204	0.197888205
205	0.1976250519
206	0.1975004059
207	0.1973627563
208	0.1973171478
209	0.1970524841
210	0.1967163879
211	0.1965052002
212	0.1961297791
213	0.1957764282
214	0.1957544281
215	0.1954504364
216	0.1951819672
217	0.1947174164
218	0.1945851501
219	0.1942800232
220	0.194149054
221	0.1939210266
222	0.19359328
223	0.1931929108
224	0.192957135
225	0.1924794373
226	0.1920623718
227	0.1919246185
228	0.1916958588
229	0.1914098602
230	0.191153653
231	0.1908328552
232	0.1906875641
233	0.1904919373
234	0.1903057037
235	0.189911026
236	0.189606015
237	0.1892300293
238	0.1890320587
239	0.1885805756
240	0.1884501984
241	0.1881613007
242	0.1880873657
243	0.1877762207
244	0.1875280365
245	0.1870941406
246	0.1867646057
247	0.1864703705
248	0.1860970245
249	0.1858577942
250	0.1856516693
251	0.1854511139
252	0.1852146545
253	0.1852021942
254	0.1848354645
255	0.1846396606
256	0.1843032837
257	0.1841022675
258	0.1839342041
259	0.183631543
260	0.1833033539
261	0.1829861725
262	0.1828852814
263	0.1825978455
264	0.1822118042
265	0.1818253174
266	0.1815662048
267	0.1811443481
268	0.1809755524
269	0.1806395752
270	0.1803762573
271	0.1801250275
272	0.1798185516
273	0.1798026428
274	0.1796292114
275	0.1793008301
276	0.1789984253
277	0.1787353333
278	0.178721817
279	0.1785372681
280	0.1783193237
281	0.1781099976
282	0.1778423676
283	0.1776893646
284	0.1776795929
285	0.177616861
286	0.1772979401
287	0.1768360016
288	0.1767705475
289	0.1764933502
290	0.17648573
291	0.1763673309
292	0.1761700409
293	0.1757103058
294	0.1755349091
295	0.1752561768
296	0.1751815216
297	0.1749965973
298	0.1749860687
299	0.1746758636
300	0.1745368591
301	0.1743505157
302	0.174225531
303	0.1738067444
304	0.1734679565
305	0.1734592957
306	0.1730335602
307	0.1730232788
308	0.1727749939
309	0.1725871979
310	0.1722337891
311	0.1721528656
312	0.1717883911
313	0.1715605896
314	0.1713690979
315	0.1712879852
316	0.171063266
317	0.1706672485
318	0.1706183472
319	0.1705725128
320	0.1703220612
321	0.1699288239
322	0.1696027222
323	0.1692623383
324	0.1691075287
325	0.1688869904
326	0.1684053833
327	0.1681451111
328	0.1679286652
329	0.1677766937
330	0.1673831451
331	0.1671656769
332	0.166791806
333	0.166664093
334	0.1664762421
335	0.1661553833
336	0.1660376038
337	0.1659040833
338	0.1656771973
339	0.1654689087
340	0.1652633057
341	0.1651555481
342	0.1648461029
343	0.1646949432
344	0.1644195709
345	0.1641548035
346	0.1639645355
347	0.1638076202
348	0.1634330963
349	0.1632852386
350	0.1629924591
351	0.1627882477
352	0.1626030609
353	0.1624124237
354	0.1622227844
355	0.1619207855
356	0.1617134827
357	0.1614793671
358	0.1613159882
359	0.1611938354
360	0.1608496429
361	0.160839682
362	0.1605615204
363	0.1604241516
364	0.1601526978
365	0.1597846283
366	0.159511261
367	0.1593220795
368	0.1591428711
369	0.1588808472
370	0.1588726318
371	0.158485907
372	0.1580969208
373	0.1577630981
374	0.1575354462
375	0.157304538
376	0.1570692902
377	0.1569320801
378	0.156664386
379	0.1563570984
380	0.1562025604
381	0.1560962524
382	0.1559511871
383	0.1558535919
384	0.1556904388
385	0.1555251648
386	0.1553535553
387	0.1550908783
388	0.1546945953
389	0.154688092
390	0.1543232208
391	0.1539826904
392	0.1537614166
393	0.1537279022
394	0.1535332245
395	0.1533470215
396	0.1531820312
397	0.152909906
398	0.1525688324
399	0.1522073822
400	0.1521236969
401	0.151854364
402	0.1517565887
403	0.1516564484
404	0.1514220673
405	0.1511226685
406	0.1510266022
407	0.1510145355
408	0.150773703
409	0.1504991974
410	0.1503508179
411	0.1502433502
412	0.1500947388
413	0.1500023224
414	0.1499044891
415	0.1498304382
416	0.1495913696
417	0.149272879
418	0.1491154724
419	0.1489067261
420	0.1486950073
421	0.1485183411
422	0.1484769806
423	0.1482151825
424	0.1482000458
425	0.1480523193
426	0.1477571411
427	0.1475293762
428	0.1474782623
429	0.147214624
430	0.1472082245
431	0.1470557617
432	0.1469279327
433	0.1466291443
434	0.1463558105
435	0.1462453339
436	0.146063446
437	0.1460575684
438	0.1457679993
439	0.1457480957
440	0.1454647858
441	0.1453650757
442	0.145108844
443	0.1449106079
444	0.1448250885
445	0.1448137939
446	0.1446490967
447	0.1444094208
448	0.1441177094
449	0.1439553101
450	0.1439055145
451	0.1437543335
452	0.1435286194
453	0.1433948608
454	0.1432306244
455	0.1429987488
456	0.1428104309
457	0.1426548889
458	0.1424920868
459	0.1423548187
460	0.1422438538
461	0.1421634186
462	0.1419177277
463	0.1416432068
464	0.1415140656
465	0.1412556
466	0.1410094299
467	0.1408108582
468	0.1407352814
469	0.1404632507
470	0.1402073761
471	0.1400506897
472	0.1398619293
473	0.1396788116
474	0.1394561554
475	0.1394460114
476	0.1393711914
477	0.139016156
478	0.1388139252
479	0.1386403076
480	0.1384643555
481	0.138249115
482	0.1381099365
483	0.13798703
484	0.1377805298
485	0.1375865631
486	0.1373010406
487	0.1372951935
488	0.1372556061
489	0.1371286102
490	0.1371029846
491	0.1369536407
492	0.1367588959
493	0.1366382568
494	0.136436969
495	0.1363276855
496	0.1361817291
497	0.1359351044
498	0.1356841309
499	0.1356629181
500	0.1354786285
501	0.1352166168
502	0.1351207031
503	0.1349698029
504	0.1348492065
505	0.1347529907
506	0.1344812012
507	0.1342176025
508	0.1340114807
509	0.133818573
510	0.1335648071
511	0.1334082764
512	0.1333836823
513	0.1331452698
514	0.1331313324
515	0.1329796844
516	0.1328755157
517	0.1326091827
518	0.1325791046
519	0.1324194702
520	0.1322683167
521	0.1320759979
522	0.1318064758
523	0.1316401337
524	0.1314953766
525	0.1314220947
526	0.1313113281
527	0.1311478455
528	0.1310078949
529	0.1308194427
530	0.130748761
531	0.1305578491
532	0.1305302338
533	0.1304990875
534	0.1303097992
535	0.1302109192
536	0.1300498169
537	0.1299842926
538	0.129939624
539	0.1297908112
540	0.1296283722
541	0.129349585
542	0.1292032318
543	0.1289615784
544	0.1288309082
545	0.1286061432
546	0.1284957397
547	0.1282318909
548	0.1280576965
549	0.1278885712
550	0.1276970795
551	0.1275713654
552	0.1274291382
553	0.1272044098
554	0.1271386383
555	0.1270256775
556	0.1268673065
557	0.1268158356
558	0.1265340607
559	0.1264801666
560	0.1264453033
561	0.1262946228
562	0.1261186462
563	0.1260072815
564	0.1258979736
565	0.1256682556
566	0.1255676117
567	0.1254233215
568	0.1252411285
569	0.1250101593
570	0.1248934509
571	0.1247080048
572	0.1245255859
573	0.1244060791
574	0.1241555145
575	0.1238935059
576	0.123856546
577	0.1236076385
578	0.1234054993
579	0.1233681976
580	0.1232204834
581	0.1230229187
582	0.1229422668
583	0.1228515869
584	0.1226772736
585	0.1225259644
586	0.1223227631
587	0.1221435181
588	0.1221304901
589	0.1219141846
590	0.1217875763
591	0.1217685486
592	0.1215602539
593	0.1213235565
594	0.1212017151
595	0.121016684
596	0.1209414978
597	0.1207581177
598	0.1205957031
599	0.1204564819
600	0.1202752106
601	0.1202217041
602	0.1201025818
603	0.1200051025
604	0.1198569397
605	0.1196442413
606	0.1195620453
607	0.1194971222
608	0.1194662567
609	0.119439389
610	0.1192353485
611	0.1191665314
612	0.118988147
613	0.1188448547
614	0.11875495
615	0.1185790833
616	0.1184891327
617	0.1184018311
618	0.1183174255
619	0.1181163452
620	0.118050293
621	0.1180281555
622	0.1177119446
623	0.1174937775
624	0.1172552948
625	0.1171559723
626	0.1170014221
627	0.1168332306
628	0.1167181671
629	0.1166320923
630	0.1165282288
631	0.1163147064
632	0.1161441833
633	0.1159903381
634	0.1159852173
635	0.1159383606
636	0.115875296
637	0.1157331024
638	0.1155615967
639	0.1155554535
640	0.1153334015
641	0.1151656281
642	0.1149687195
643	0.1147150879
644	0.1145663757
645	0.114278653
646	0.1141353516
647	0.1141224609
648	0.1140297577
649	0.1138710205
650	0.1137579163
651	0.1136962769
652	0.1136584747
653	0.113545282
654	0.113431076
655	0.1133298767
656	0.1131864777
657	0.1130225433
658	0.1129253326
659	0.1127717377
660	0.1126697144
661	0.1125930634
662	0.1124370667
663	0.1122365234
664	0.1120360443
665	0.1119014923
666	0.1118705994
667	0.1118029083
668	0.1116356232
669	0.1116010559
670	0.1115615753
671	0.1113442322
672	0.1112034668
673	0.1111328461
674	0.1109707123
675	0.1108555756
676	0.1107394775
677	0.1105854645
678	0.1104734955
679	0.1103126343
680	0.1102497955
681	0.1099950256
682	0.1097665894
683	0.1096133911
684	0.1094526489
685	0.1092171173
686	0.1091734375
687	0.1089884613
688	0.1088548553
689	0.1088128967
690	0.1087502045
691	0.1084868896
692	0.1083857422
693	0.1081754059
694	0.1080753052
695	0.1079311279
696	0.1077748596
697	0.1077252289
698	0.1075176208
699	0.1073151093
700	0.1071747711
701	0.1070064758
702	0.1067852814
703	0.1067068695
704	0.1066246368
705	0.1065210999
706	0.1063843781
707	0.1062834747
708	0.1061971588
709	0.106113208
710	0.1059639587
711	0.1058813034
712	0.1058143982
713	0.1057476379
714	0.1056576797
715	0.1054948608
716	0.1054331024
717	0.1053337097
718	0.1052394348
719	0.1050267212
720	0.1049624451
721	0.1048380951
722	0.1046708588
723	0.104556778
724	0.1044135345
725	0.1042767731
726	0.1042017853
727	0.1040386093
728	0.1038988495
729	0.1037934326
730	0.1036268631
731	0.1035258926
732	0.1033597733
733	0.1033434448
734	0.1031964142
735	0.1031434174
736	0.1031160217
737	0.1029936569
738	0.1029071823
739	0.1028020416
740	0.102603363
741	0.1024602448
742	0.1022389053
743	0.1019781982
744	0.1019755127
745	0.1018669495
746	0.101829512
747	0.1017470917
748	0.1016347931
749	0.1016159653
750	0.1015217773
751	0.1014513885
752	0.1013001877
753	0.1011274734
754	0.1010829605
755	0.1009836731
756	0.1009693314
757	0.100891983
758	0.1008249619
759	0.1007389572
760	0.1006631912
761	0.1005266037
762	0.1004050781
763	0.1002640854
764	0.1002095032
765	0.1001690964
766	0.1001523849
767	0.1000589722
768	0.09990077667
769	0.09966194
770	0.09950186157
771	0.09942293701
772	0.09935235748
773	0.09933595123
774	0.09925815887
775	0.09914145813
776	0.09893849182
777	0.09881148224
778	0.09880142365
779	0.09867806702
780	0.09854788971
781	0.0984870636
782	0.09838679962
783	0.09825312042
784	0.09807659149
785	0.09783484955
786	0.0976768158
787	0.09749095764
788	0.09735530701
789	0.09717099915
790	0.09709988708
791	0.09708345947
792	0.09702305298
793	0.09699709778
794	0.09683187866
795	0.09677650146
796	0.09673258972
797	0.09658034973
798	0.09638766937
799	0.09631750488
800	0.09614065552
801	0.09613282166
802	0.09603162079
803	0.09597321777
804	0.09581437683
805	0.09557306519
806	0.095490625
807	0.0953508606
808	0.09532946014
809	0.095212146
810	0.09518033905
811	0.09507619934
812	0.09495387573
813	0.09489498901
814	0.09471113586
815	0.09451395416
816	0.09437270355
817	0.09430789795
818	0.09419990387
819	0.09405718994
820	0.09399577026
821	0.09387588196
822	0.09383284607
823	0.09370958252
824	0.09361681671
825	0.09344869995
826	0.09344511108
827	0.09320001984
828	0.09303665161
829	0.09295826416
830	0.09285481567
831	0.09273710785
832	0.09261810913
833	0.09246720276
834	0.09232244415
835	0.09223281403
836	0.09207471771
837	0.09204886627
838	0.0919656311
839	0.09187583618
840	0.09174428711
841	0.09169721222
842	0.09157526093
843	0.09142484436
844	0.09137946777
845	0.09136475372
846	0.09129392853
847	0.0911269577
848	0.09106407166
849	0.0909648468
850	0.09080902863
851	0.09064840393
852	0.09063348236
853	0.09054968872
854	0.09039407806
855	0.09033834839
856	0.09014477234
857	0.09003448334
858	0.08997725983
859	0.0899148819
860	0.08983977814
861	0.08969866791
862	0.08957072601
863	0.08952030334
864	0.08949991608
865	0.08936765289
866	0.08921752625
867	0.08906462555
868	0.08899932861
869	0.08892814331
870	0.08878323822
871	0.08857315826
872	0.08839426575
873	0.08828041687
874	0.08826558838
875	0.08822658844
876	0.08818195648
877	0.08810348663
878	0.08800909576
879	0.08792547607
880	0.08774194489
881	0.08766535034
882	0.08753943329
883	0.08745507813
884	0.08730598145
885	0.08727921143
886	0.08714364319
887	0.0870541687
888	0.08697677765
889	0.08689178314
890	0.08678587494
891	0.08670457458
892	0.0865452652
893	0.08643032532
894	0.08642606049
895	0.08636772003
896	0.08621565247
897	0.08617879639
898	0.08604424438
899	0.08592829742
900	0.08584945984
901	0.0857405365
902	0.0855798645
903	0.0854541687
904	0.08523075562
905	0.08510047607
906	0.08501157074
907	0.0849295578
908	0.08482609863
909	0.08466759186
910	0.0845013092
911	0.08432792358
912	0.08426869659
913	0.08413688202
914	0.08392864838
915	0.08384516754
916	0.08369959564
917	0.08352359009
918	0.08349192505
919	0.0833715271
920	0.08323495789
921	0.08320367279
922	0.0831500946
923	0.08306908875
924	0.08304130859
925	0.08293178406
926	0.08291965942
927	0.08284356232
928	0.08280417175
929	0.08266669769
930	0.08259779663
931	0.0825925827
932	0.08242294922
933	0.08228009949
934	0.08218314056
935	0.082039888
936	0.08193783417
937	0.08186772308
938	0.08175233307
939	0.08160197144
940	0.08151884766
941	0.08138736115
942	0.08135583649
943	0.0812779129
944	0.08115772247
945	0.08106696472
946	0.08102742615
947	0.08094057159
948	0.08078201752
949	0.0807204071
950	0.08061075439
951	0.08051618195
952	0.08037874908
953	0.08027819977
954	0.08026139221
955	0.08016421356
956	0.08005027161
957	0.08000645447
958	0.07999568634
959	0.07987332611
960	0.07982468109
961	0.07964670563
962	0.07948242645
963	0.07945613251
964	0.07937559509
965	0.07935173798
966	0.07932850952
967	0.07926857147
968	0.07921249847
969	0.07910125122
970	0.0789849823
971	0.07897145081
972	0.07892600708
973	0.07884107513
974	0.07878123932
975	0.07862444458
976	0.07861324768
977	0.07845566864
978	0.07832809143
979	0.0782582489
980	0.07817375946
981	0.07807285004
982	0.07797804718
983	0.07790152283
984	0.07777676849
985	0.07773082428
986	0.07766207581
987	0.07756162262
988	0.07739407501
989	0.07720558167
990	0.07710565338
991	0.07696965485
992	0.07695657349
993	0.07693062897
994	0.07688837585
995	0.07682818298
996	0.07671011505
997	0.07655980072
998	0.07650550079
999	0.07640334625
1000	0.07632120209
1001	0.07622211914
1002	0.0760229599
1003	0.07585685272
1004	0.07577500153
1005	0.07572817688
1006	0.07564011841
1007	0.07550832214
1008	0.07542748718
1009	0.07541946869
1010	0.07534340057
1011	0.07522694092
1012	0.07516342926
1013	0.07506118927
1014	0.07500132294
1015	0.07491905518
1016	0.07485504456
1017	0.07477056122
1018	0.07474377289
1019	0.07466131439
1020	0.07459454346
1021	0.07455975189
1022	0.07451312561
1023	0.07438352356
1024	0.07438170471
1025	0.07420758972
1026	0.07412250519
1027	0.07402963715
1028	0.07400718384
1029	0.07392476654
1030	0.07386872559
1031	0.0738526535
1032	0.07382160339
1033	0.073711586
1034	0.07361901245
1035	0.07353378143
1036	0.07346618805
1037	0.07334287872
1038	0.07324065704
1039	0.07317548676
1040	0.07307733307
1041	0.07295609131
1042	0.07287360077
1043	0.07284240265
1044	0.07276735992
1045	0.07269969482
1046	0.07267049713
1047	0.07265374451
1048	0.07257516937
1049	0.07249194336
1050	0.07233862152
1051	0.07223744965
1052	0.07209895782
1053	0.07201186829
1054	0.07196005554
1055	0.07187639465
1056	0.07183311157
1057	0.0717398056
1058	0.07169787292
1059	0.07157968292
1060	0.07152346954
1061	0.07143200378
1062	0.07140542145
1063	0.07127292786
1064	0.07123452148
1065	0.07112351532
1066	0.07099632111
1067	0.07092996674
1068	0.07086820068
1069	0.07077436829
1070	0.07065886078
1071	0.07050782013
1072	0.07037108307
1073	0.07027331238
1074	0.07015729065
1075	0.07010720062
1076	0.07000984802
1077	0.06995359497
1078	0.06988670044
1079	0.06978786621
1080	0.06970196686
1081	0.06956500397
1082	0.06946741638
1083	0.06933535156
1084	0.06924182434
1085	0.0691946991
1086	0.0691188736
1087	0.06908852997
1088	0.06897999268
1089	0.068923349
1090	0.06879689636
1091	0.06879470215
1092	0.06865871887
1093	0.06864880676
1094	0.06855513458
1095	0.06844138794
1096	0.06830032959
1097	0.06819762268
1098	0.06812935791
1099	0.06803824005
